id;category;lv;srl;src;img;audio;ru;en;sr-ex;ru-ex;en-ex
2000;Okolina;2;Krava;Крава;assets/images/words/krava.png;assets/sounds/words/krava.wav;Корова;Cow;Krava pase travu na livadi. Svako jutro muzemo kravu. Krava daje sveže mleko svakog dana.;Корова пасётся на лугу. Каждое утро мы доим корову. Корова даёт свежее молоко каждый день.;The cow grazes on the meadow. We milk the cow every morning. The cow gives fresh milk every day.
2001;Okolina;2;Leptir;Лептир;assets/images/words/leptir.png;assets/sounds/words/leptir.wav;Бабочка;Butterfly;Šareni leptir je sleteo na cvet. Deca su trčala za leptirom po livadi. Ovaj leptir ima prelepe krila.;Пёстрая бабочка села на цветок. Дети бегали за бабочкой по лугу. У этой бабочки красивые крылья.;A colorful butterfly landed on the flower. The children ran after the butterfly across the meadow. This butterfly has beautiful wings.
2002;Okolina;2;List;Лист;assets/images/words/list.png;assets/sounds/words/list.wav;Лист;Leaf;Jesenji list je pao sa drveta. Ovaj list ima zanimljiv oblik. Vetar je raznosio suvo lišće po dvorištu.;Осенний лист упал с дерева. У этого листа интересная форма. Ветер разносил сухие листья по двору.;An autumn leaf fell from the tree. This leaf has an interesting shape. The wind was scattering dry leaves around the yard.
2003;Okolina;2;Litica;Литица;assets/images/words/litica.png;assets/sounds/words/litica.wav;Утёс;Cliff;Kuća se nalazi na vrhu visoke litice. Sa litice se pruža pogled na more. Popeli smo se do ivice litice.;Дом расположен на вершине высокого утёса. С утёса открывается вид на море. Мы поднялись до края утёса.;The house is located at the top of a high cliff. There's a view of the sea from the cliff. We climbed to the edge of the cliff.
2004;Okolina;2;Livada;Ливада;assets/images/words/livada.png;assets/sounds/words/livada.wav;Луг;Meadow;Deca se igraju na zelenoj livadi. Livada je puna šarenog cveća. Ovce pasu na livadi ceo dan.;Дети играют на зелёном лугу. Луг полон разноцветных цветов. Овцы пасутся на лугу весь день.;The children are playing in the green meadow. The meadow is full of colorful flowers. The sheep graze in the meadow all day.
2005;Okolina;2;Magarac;Магарац;assets/images/words/magarac.png;assets/sounds/words/magarac.wav;Осёл;Donkey;Magarac nosi teret uz planinu. Na selu smo videli malog magarca. Magarac je poznat po tvrdoglavosti.;Осёл несёт груз в гору. В деревне мы видели маленького ослика. Осёл известен своим упрямством.;The donkey carries a load up the mountain. In the village we saw a small donkey. The donkey is known for its stubbornness.
2006;Okolina;2;Mače;Маче;assets/images/words/mace.png;assets/sounds/words/mace.wav;Котёнок;Kitten;Malo mače spava u korpi. Naše mače voli da se igra klupkom. Pronašli smo napušteno mače u dvorištu.;Маленький котёнок спит в корзинке. Наш котёнок любит играть с клубком. Мы нашли брошенного котёнка во дворе.;The little kitten is sleeping in a basket. Our kitten loves playing with a ball of yarn. We found an abandoned kitten in the yard.
2007;Okolina;2;Obala;Обала;assets/images/words/obala.png;assets/sounds/words/obala.wav;Берег;Shore / coast;Šetali smo duž morske obale. Kuća se nalazi na obali reke. Talasi udaraju o kamenitu obalu.;Мы гуляли вдоль морского берега. Дом расположен на берегу реки. Волны бьются о каменистый берег.;We walked along the seashore. The house is located on the riverbank. Waves crash against the rocky shore.
2008;Okolina;2;Opasan;Опасан;assets/images/words/opasan.png;assets/sounds/words/opasan.wav;Опасный;Dangerous;Ovaj put je opasan zimi zbog leda. Zmija može biti veoma opasna. Opasno je plivati na tom delu reke.;Эта дорога зимой опасна из-за льда. Змея может быть очень опасной. Плавать в этой части реки опасно.;This road is dangerous in winter because of ice. A snake can be very dangerous. It's dangerous to swim in that part of the river.
2009;Okolina;2;Ostrvo;Острво;assets/images/words/ostrvo.png;assets/sounds/words/ostrvo.wav;Остров;Island;Proveli smo odmor na malom ostrvu. Ostrvo je dostupno samo brodom. Na ovom ostrvu žive retke vrste ptica.;Мы провели отпуск на маленьком острове. На остров можно добраться только на лодке. На этом острове обитают редкие виды птиц.;We spent our vacation on a small island. The island is only accessible by boat. Rare bird species live on this island.
2010;Okolina;2;Ovca;Овца;assets/images/words/ovca.png;assets/sounds/words/ovca.wav;Овца;Sheep;Ovca pase travu na brdu. Pastir čuva stado ovaca. Ovca daje vunu svake godine.;Овца пасётся на холме. Пастух пасёт стадо овец. Овца даёт шерсть каждый год.;The sheep grazes on the hill. The shepherd watches over the flock of sheep. The sheep provides wool every year.
2011;Okolina;2;Petao;Петао;assets/images/words/petao.png;assets/sounds/words/petao.wav;Петух;Rooster;Petao kukuriče svako jutro u zoru. Naš petao budi celo selo. Petao trči za kokoškama po dvorištu.;Петух кукарекает каждое утро на рассвете. Наш петух будит всю деревню. Петух бегает за курами по двору.;The rooster crows every morning at dawn. Our rooster wakes up the whole village. The rooster chases the hens around the yard.
2012;Okolina;2;Pećina;Пећина;assets/images/words/pecina.png;assets/sounds/words/pecina.wav;Пещера;Cave;Istražili smo mračnu pećinu u planini. U pećini je hladno čak i leti. Ova pećina krije stare crteže na zidovima.;Мы исследовали тёмную пещеру в горах. В пещере холодно даже летом. Эта пещера скрывает древние рисунки на стенах.;We explored a dark cave in the mountains. It's cold in the cave even in summer. This cave hides ancient drawings on its walls.
2013;Okolina;2;Pitom;Питом;assets/images/words/pitom.png;assets/sounds/words/pitom.wav;Прирученный;Tame;Ovaj konj je vrlo pitom i miran. Divlja životinja je vremenom postala pitoma. Deca vole ovog pitomog jelena u zoo vrtu.;Эта лошадь очень смирная и спокойная. Дикое животное со временем стало ручным. Детям нравится этот ручной олень в зоопарке.;This horse is very tame and calm. The wild animal became tame over time. The children love this tame deer at the zoo.
2014;Okolina;2;Planina;Планина;assets/images/words/planina.png;assets/sounds/words/planina.wav;Гора;Mountain;Popeli smo se na visoku planinu. Sa vrha planine pruža se predivan pogled. Zimi planina je prekrivena snegom.;Мы поднялись на высокую гору. С вершины горы открывается прекрасный вид. Зимой гора покрыта снегом.;We climbed a high mountain. There's a wonderful view from the top of the mountain. In winter the mountain is covered with snow.
2015;Okolina;2;Polje;Поље;assets/images/words/polje.png;assets/sounds/words/polje.wav;Поле;Field;Polje je zasejano pšenicom. Deca trče kroz zeleno polje. Polje se prostire sve do horizonta.;Поле засеяно пшеницей. Дети бегают по зелёному полю. Поле простирается до самого горизонта.;The field is sown with wheat. The children run through the green field. The field stretches all the way to the horizon.
2016;Okolina;2;Ptica;Птица;assets/images/words/ptica.png;assets/sounds/words/ptica.wav;Птица;Bird;Ptica peva na grani drveta. Ova ptica seli se na jug zimi. Videli smo retku pticu u šumi.;Птица поёт на ветке дерева. Эта птица улетает на юг зимой. Мы увидели редкую птицу в лесу.;The bird sings on the tree branch. This bird migrates south in winter. We saw a rare bird in the forest.
2017;Okolina;2;Pustinja;Пустиња;assets/images/words/pustinja.png;assets/sounds/words/pustinja.wav;Пустыня;Desert;Pustinja je vrlo topla tokom dana. Kroz pustinju smo putovali kamilama. Malo biljaka uspeva da preživi u pustinji.;Пустыня очень жаркая днём. Через пустыню мы путешествовали на верблюдах. Мало растений способны выжить в пустыне.;The desert is very hot during the day. We traveled through the desert on camels. Few plants manage to survive in the desert.
2018;Okolina;2;Pčela;Пчела;assets/images/words/pcela.png;assets/sounds/words/pcela.wav;Пчела;Bee;Pčela leti od cveta do cveta. Pčele proizvode med u košnici. Ubola me je pčela u bašti.;Пчела перелетает с цветка на цветок. Пчёлы производят мёд в улье. Меня укусила пчела в саду.;The bee flies from flower to flower. Bees produce honey in the hive. A bee stung me in the garden.
2019;Okolina;2;Seme;Семе;assets/images/words/seme.png;assets/sounds/words/seme.wav;Семя;Seed;Posadila sam seme u zemlju. Ovo seme brzo klija. Vetar raznosi seme po polju.;Я посадила семя в землю. Это семя быстро прорастает. Ветер разносит семена по полю.;I planted a seed in the ground. This seed sprouts quickly. The wind scatters seeds across the field.
2020;Okolina;2;Svinja;Свиња;assets/images/words/svinja.png;assets/sounds/words/svinja.wav;Свинья;Pig;Svinja se valja u blatu. Na farmi imamo nekoliko svinja. Svinja je poznata po svojoj inteligenciji.;Свинья валяется в грязи. На ферме у нас несколько свиней. Свинья известна своим умом.;The pig rolls around in the mud. We have several pigs on the farm. The pig is known for its intelligence.
2021;Okolina;2;Trava;Трава;assets/images/words/trava.png;assets/sounds/words/trava.wav;Трава;Grass;Trava je zelena posle kiše. Deca se igraju bosonoga po travi. Pokosili smo travu u dvorištu.;Трава зелёная после дождя. Дети играют босиком на траве. Мы скосили траву во дворе.;The grass is green after the rain. The children play barefoot on the grass. We mowed the grass in the yard.
2022;Okolina;2;Vodopad;Водопад;assets/images/words/vodopad.png;assets/sounds/words/vodopad.wav;Водопад;Waterfall;Voda pada sa velike visine niz vodopad. Čuli smo huk vodopada iz daljine. Ovaj vodopad je poznata turistička atrakcija.;Вода падает с большой высоты по водопаду. Мы слышали шум водопада издалека. Этот водопад — известная туристическая достопримечательность.;The water falls from a great height down the waterfall. We heard the roar of the waterfall from a distance. This waterfall is a well-known tourist attraction.
2023;Okolina;2;Vrh;Врх;assets/images/words/vrh.png;assets/sounds/words/vrh.wav;Вершина;Peak / top;Osvojili smo vrh planine posle šest sati hoda. Sa vrha se vidi cela dolina. Sneg pokriva vrh cele godine.;Мы покорили вершину горы после шести часов ходьбы. С вершины видна вся долина. Снег покрывает вершину круглый год.;We reached the mountain peak after six hours of walking. The whole valley is visible from the peak. Snow covers the peak all year round.
2024;Okolina;2;Zaštita;Заштита;assets/images/words/zastita.png;assets/sounds/words/zastita.wav;Охрана;Protection;Ova rezervacija pruža zaštitu ugroženim vrstama. Zaštita životne sredine je odgovornost svih nas. Nosimo rukavice radi zaštite ruku.;Этот заповедник обеспечивает защиту исчезающих видов. Защита окружающей среды — ответственность каждого из нас. Мы носим перчатки для защиты рук.;This reserve provides protection for endangered species. Protecting the environment is everyone's responsibility. We wear gloves for hand protection.
2025;Okolina;2;Zmija;Змија;assets/images/words/zmija.png;assets/sounds/words/zmija.wav;Змея;Snake;Zmija se sunčala na kamenu. Uplašila sam se kad sam videla zmiju u travi. Ova zmija nije otrovna.;Змея грелась на солнце на камне. Я испугалась, увидев змею в траве. Эта змея не ядовита.;The snake was sunning itself on a rock. I got scared when I saw a snake in the grass. This snake is not venomous.
2026;Okolina;2;Zvezda;Звезда;assets/images/words/zvezda.png;assets/sounds/words/zvezda.wav;Звезда;Star;Nebo je bilo puno sjajnih zvezda. Deca su brojala zvezde na nebu. Ova zvezda je najsjajnija na nebu večeras.;Небо было полно ярких звёзд. Дети считали звёзды на небе. Эта звезда самая яркая на небе сегодня вечером.;The sky was full of bright stars. The children counted the stars in the sky. This star is the brightest in the sky tonight.
2027;Okolina;2;Štene;Штене;assets/images/words/stene.png;assets/sounds/words/stene.wav;Щенок;Puppy;Malo štene trči po dvorištu. Kupili smo štene za rođendan sinu. Štene je zaspalo u našem krilu.;Маленький щенок бегает по двору. Мы купили щенка на день рождения сыну. Щенок уснул у нас на коленях.;The little puppy runs around the yard. We bought a puppy for our son's birthday. The puppy fell asleep in our lap.
2028;Okolina;2;Životinja;Животиња;assets/images/words/zivotinja.png;assets/sounds/words/zivotinja.wav;Животное;Animal;Ova životinja živi samo u Africi. Volimo da posećujemo životinje u zoo vrtu. Svaka životinja zaslužuje brigu i poštovanje.;Это животное обитает только в Африке. Мы любим посещать животных в зоопарке. Каждое животное заслуживает заботы и уважения.;This animal lives only in Africa. We love visiting animals at the zoo. Every animal deserves care and respect.
2029;Kuvanje;3;Brašno;Брашно;assets/images/words/brasno.png;assets/sounds/words/brasno.wav;Мука;Flour;Prosejala je brašno pre mešanja. Testo se pravi od brašna i vode. Kupila je vreću brašna za pecivo.;Она просеяла муку перед смешиванием. Тесто делают из муки и воды. Она купила мешок муки для выпечки.;She sifted the flour before mixing. Dough is made from flour and water. She bought a bag of flour for baking.
2030;Kuvanje;3;Daska;Даска;assets/images/words/daska.png;assets/sounds/words/daska.wav;Разделочная доска;Board;Iseci luk na dasci za sečenje. Drvena daska za sečenje je bolja za voće. Operi dasku posle upotrebe.;Нарежь лук на разделочной доске. Деревянная разделочная доска лучше подходит для фруктов. Помой доску после использования.;Cut the onion on the cutting board. A wooden cutting board is better for fruit. Wash the board after use.
2031;Kuvanje;3;Dodati;Додати;assets/images/words/dodati.png;assets/sounds/words/dodati.wav;Добавить;To add;Dodala je so u supu. Trebalo bi da dodaš malo šećera. Dodao je crni luk u sos.;Она добавила соль в суп. Тебе стоит добавить немного сахара. Он добавил лук в соус.;She added salt to the soup. You should add a bit of sugar. He added onion to the sauce.
2032;Kuvanje;3;Dodavati;Додавати;assets/images/words/dodavati.png;assets/sounds/words/dodavati.wav;Добавлять;To add (imperfective);Dodaje začine tokom kuvanja. Uvek dodajem malo limuna u salatu. Dodavala je sastojke jedan po jedan.;Он добавляет специи во время готовки. Я всегда добавляю немного лимона в салат. Она добавляла ингредиенты один за другим.;He adds spices while cooking. I always add a bit of lemon to the salad. She was adding the ingredients one by one.
2033;Kuvanje;3;Hrskav;Хрскав;assets/images/words/hrskav.png;assets/sounds/words/hrskav.wav;Хрустящий;Crispy;Pomfrit je bio hrskav i zlatan. Voli hrskavu koru hleba. Piletina je bila hrskava spolja i sočna iznutra.;Картофель фри был хрустящим и золотистым. Он любит хрустящую корочку хлеба. Курица была хрустящей снаружи и сочной внутри.;The fries were crispy and golden. He likes the crispy crust of bread. The chicken was crispy outside and juicy inside.
2034;Kuvanje;3;Iseći;Исећи;assets/images/words/iseci.png;assets/sounds/words/iseci.wav;Нарезать;To cut / slice;Isekla je hleb na tanke kriške. Iseci luk sitno pre prženja. Isekao je meso na kockice.;Она нарезала хлеб тонкими ломтиками. Мелко нарежь лук перед жаркой. Он нарезал мясо кубиками.;She sliced the bread into thin slices. Cut the onion finely before frying. He cut the meat into cubes.
2035;Kuvanje;3;Ispeći;Испећи;assets/images/words/ispeci.png;assets/sounds/words/ispeci.wav;Испечь;To bake;Ispekla je kolač za rođendan. Ispekao je hleb kod kuće. Ispekli smo piletinu u rerni.;Она испекла торт на день рождения. Он испёк хлеб дома. Мы запекли курицу в духовке.;She baked a cake for the birthday. He baked bread at home. We baked chicken in the oven.
2036;Kuvanje;3;Ispržiti;Испржити;assets/images/words/isprziti.png;assets/sounds/words/isprziti.wav;Зажарить;To fry (complete);Ispržila je jaja za doručak. Ispržio je piletinu na ulju. Ispržili smo krompir do zlatne boje.;Она пожарила яйца на завтрак. Он пожарил курицу на масле. Мы пожарили картошку до золотистого цвета.;She fried eggs for breakfast. He fried chicken in oil. We fried the potatoes until golden.
2037;Kuvanje;3;Kiseo;Кисео;assets/images/words/kiseo.png;assets/sounds/words/kiseo.wav;Кислый;Sour;Ovaj limun je previše kiseo. Voli kiselo mleko za doručak. Sos je bio prekiseo za moj ukus.;Этот лимон слишком кислый. Он любит кислое молоко на завтрак. Соус был слишком кислым на мой вкус.;This lemon is too sour. He likes sour milk for breakfast. The sauce was too sour for my taste.
2038;Kuvanje;3;Kora;Кора;assets/images/words/kora.png;assets/sounds/words/kora.wav;Корка;Peel / crust;Oljuštila je koru sa jabuke. Kora hleba je bila hrskava. Kora limuna se koristi za aromu.;Она очистила кожуру с яблока. Корка хлеба была хрустящей. Цедра лимона используется для аромата.;She peeled the skin off the apple. The bread crust was crispy. Lemon peel is used for flavor.
2039;Kuvanje;3;Kutlača;Кутлача;assets/images/words/kutlaca.png;assets/sounds/words/kutlaca.wav;Половник;Ladle;Sipala je supu kutlačom. Kutlača visi pored šporeta. Uzela je kutlaču da promeša čorbu.;Она разлила суп половником. Половник висит рядом с плитой. Она взяла половник, чтобы помешать суп.;She served the soup with a ladle. The ladle hangs next to the stove. She took the ladle to stir the soup.
2040;Kuvanje;3;Kvasac;Квасац;assets/images/words/kvasac.png;assets/sounds/words/kvasac.wav;Дрожжи;Yeast;Testo za hleb zahteva kvasac. Dodala je kvasac u toplu vodu. Kvasac čini testo da naraste.;Тесто для хлеба требует дрожжей. Она добавила дрожжи в тёплую воду. Дрожжи заставляют тесто подниматься.;Bread dough requires yeast. She added yeast to warm water. Yeast makes the dough rise.
2041;Kuvanje;3;Ljuštiti;Љуштити;assets/images/words/ljustiti.png;assets/sounds/words/ljustiti.wav;Чистить;To peel;Ljušti krompir za ručak. Volim da ljuštim jabuke tanko. Ljuštila je pomorandžu polako.;Он чистит картошку на обед. Я люблю тонко очищать яблоки. Она медленно чистила апельсин.;He peels potatoes for lunch. I like to peel apples thinly. She was slowly peeling the orange.
2042;Kuvanje;3;Mesiti;Месити;assets/images/words/mesiti.png;assets/sounds/words/mesiti.wav;Месить;To knead;Mesi testo za hleb svako jutro. Volim da mesim testo rukama. Mesila je testo dvadeset minuta.;Она каждое утро месит тесто для хлеба. Я люблю месить тесто руками. Она месила тесто двадцать минут.;She kneads bread dough every morning. I like to knead dough by hand. She kneaded the dough for twenty minutes.
2043;Kuvanje;3;Lagan;Лаган;assets/images/words/lagan.png;assets/sounds/words/lagan.wav;Лёгкий (блюдо);Light, slow;Ovo je lagano jelo za večeru. Kuvaj na laganoj vatri pola sata. Volim laganu supu leti.;Это лёгкое блюдо на ужин. Готовь на медленном огне полчаса. Летом я люблю лёгкий суп.;This is a light dinner dish. Cook on low heat for half an hour. I like light soup in summer.
2044;Kuvanje;3;Oljuštiti;Ољуштити;assets/images/words/oljustiti.png;assets/sounds/words/oljustiti.wav;Почистить;To peel (complete);Oljuštila je krompir za salatu. Oljuštio je jabuku pre nego što je pojeo. Oljuštili smo šargarepu za čorbu.;Она почистила картошку для салата. Он почистил яблоко перед тем, как съесть его. Мы почистили морковь для супа.;She peeled the potatoes for the salad. He peeled the apple before eating it. We peeled the carrots for the soup.
2045;Kuvanje;3;Peći;Пећи;assets/images/words/peci.png;assets/sounds/words/peci.wav;Печь;To bake;Peče hleb svake nedelje. Volim da pečem kolače vikendom. Pekla je pitu ceo dan.;Она печёт хлеб каждую неделю. Я люблю печь пироги по выходным. Она пекла пирог весь день.;She bakes bread every week. I like baking cakes on weekends. She was baking a pie all day.
2046;Kuvanje;3;Polako;Полако;assets/images/words/polako.png;assets/sounds/words/polako.wav;Медленно;Slowly;Sipajte brašno polako u smesu. Testo treba mesiti polako i pažljivo. Kuvajte sos polako da se ne zagori.;Медленно всыпайте муку в смесь. Тесто нужно месить медленно и осторожно. Варите соус медленно, чтобы он не подгорел.;Slowly pour the flour into the mixture. The dough should be kneaded slowly and carefully. Cook the sauce slowly so it doesn't burn.
2047;Kuvanje;3;Postepeno;Постепено;assets/images/words/postepeno.png;assets/sounds/words/postepeno.wav;Постепенно;Gradually;Dodajte mleko postepeno dok mešate. Testo postaje gušće postepeno. Postepeno je dodavala začine u čorbu.;Постепенно добавляйте молоко, помешивая. Тесто постепенно становится гуще. Она постепенно добавляла специи в суп.;Gradually add the milk while stirring. The dough gradually becomes thicker. She was gradually adding spices to the soup.
2048;Kuvanje;3;Prethodno;Претходно;assets/images/words/prethodno.png;assets/sounds/words/prethodno.wav;Предварительно;Beforehand;Prethodno oljuštite krompir i isecite ga. Meso je prethodno marinirano preko noći. Prethodno zagrejte rernu na dvesta stepeni.;Заранее почистите картошку и нарежьте её. Мясо было заранее замариновано за ночь. Заранее разогрейте духовку до двухсот градусов.;Beforehand, peel the potatoes and cut them. The meat was marinated beforehand overnight. Preheat the oven to two hundred degrees beforehand.
2049;Kuvanje;3;Pržiti;Пржити;assets/images/words/prziti.png;assets/sounds/words/prziti.wav;Жарить;To fry;Prži jaja svako jutro za doručak. Volim da pržim luk pre dodavanja povrća. Pržila je piletinu na maslinovom ulju.;Он каждое утро жарит яйца на завтрак. Я люблю жарить лук перед добавлением овощей. Она жарила курицу на оливковом масле.;He fries eggs every morning for breakfast. I like to fry onion before adding the vegetables. She was frying chicken in olive oil.
2050;Kuvanje;3;Rende;Ренде;assets/images/words/rende.png;assets/sounds/words/rende.wav;Тёрка;Grater;Narendala je sir rendom. Rende je oštro i treba pažljivo rukovati. Koristila je rende za šargarepu.;Она натёрла сыр на тёрке. Тёрка острая, с ней нужно обращаться осторожно. Она использовала тёрку для моркови.;She grated the cheese with a grater. The grater is sharp and should be handled carefully. She used the grater for carrots.
2051;Kuvanje;3;Rerna;Рерна;assets/images/words/rerna.png;assets/sounds/words/rerna.wav;Духовка;Oven;Stavila je piletinu u rernu. Rerna je zagrejana na dvesta stepeni. Kolač se peče u rerni pola sata.;Она поставила курицу в духовку. Духовка разогрета до двухсот градусов. Пирог выпекается в духовке полчаса.;She put the chicken in the oven. The oven is preheated to two hundred degrees. The cake bakes in the oven for half an hour.
2052;Kuvanje;3;Sastojak;Састојак;assets/images/words/sastojak.png;assets/sounds/words/sastojak.wav;Ингредиент;Ingredient;Ovaj recept ima samo pet sastojaka. Nedostaje mi jedan sastojak za tortu. Svaki sastojak daje jelu poseban ukus.;У этого рецепта всего пять ингредиентов. Мне не хватает одного ингредиента для торта. Каждый ингредиент придаёт блюду особый вкус.;This recipe has only five ingredients. I'm missing one ingredient for the cake. Each ingredient gives the dish a special taste.
2053;Kuvanje;3;Seći;Сећи;assets/images/words/seci.png;assets/sounds/words/seci.wav;Резать;To cut;Seče povrće za salatu svako veče. Volim da sečem hleb tanko. Sekla je meso na male komade.;Он каждый вечер режет овощи для салата. Я люблю резать хлеб тонко. Она резала мясо на маленькие кусочки.;He cuts vegetables for the salad every evening. I like to cut bread thinly. She was cutting the meat into small pieces.
2054;Kuvanje;3;Skuvati;Скувати;assets/images/words/skuvati.png;assets/sounds/words/skuvati.wav;Сварить;To cook / boil (complete);Skuvala je pasulj za ručak. Skuvao je kafu za goste. Skuvali smo pirinač za večeru.;Она сварила фасоль на обед. Он сварил кофе для гостей. Мы сварили рис на ужин.;She cooked beans for lunch. He made coffee for the guests. We cooked rice for dinner.
2055;Kuvanje;3;Testo;Тесто;assets/images/words/testo.png;assets/sounds/words/testo.wav;Тесто;Dough;Testo za pitu mora biti tanko. Umesila je testo za hleb. Testo se diglo posle sat vremena.;Тесто для пирога должно быть тонким. Она замесила тесто для хлеба. Тесто поднялось через час.;The dough for the pie must be thin. She kneaded the dough for bread. The dough rose after an hour.
2056;Kuvanje;3;Tiganj;Тигањ;assets/images/words/tiganj.png;assets/sounds/words/tiganj.wav;Сковорода;Frying pan;Zagrejala je ulje u tiganju. Tiganj je bio vreo za prženje. Oprala je tiganj posle kuvanja.;Она разогрела масло на сковороде. Сковорода была горячей для жарки. Она вымыла сковороду после готовки.;She heated oil in the frying pan. The pan was hot for frying. She washed the pan after cooking.
2057;Kuvanje;3;Ukusan;Укусан;assets/images/words/ukusan.png;assets/sounds/words/ukusan.wav;Вкусный;Tasty;Ovo jelo je zaista ukusno. Kolač je bio ukusan i sladak. Priprema uvek ukusnu hranu za goste.;Это блюдо действительно вкусное. Торт был вкусным и сладким. Она всегда готовит вкусную еду для гостей.;This dish is really tasty. The cake was tasty and sweet. She always prepares tasty food for guests.
2058;Kuvanje;3;Umesiti;Умесити;assets/images/words/umesiti.png;assets/sounds/words/umesiti.wav;Замесить;To knead (complete);Umesila je testo za hleb. Umesio je testo brzo i vešto. Umesili smo testo za pizzu zajedno.;Она замесила тесто для хлеба. Он быстро и умело замесил тесто. Мы вместе замесили тесто для пиццы.;She kneaded the dough for bread. He kneaded the dough quickly and skillfully. We kneaded the pizza dough together.
2059;Kuvanje;3;Zagoreo;Загорео;assets/images/words/zagoreo.png;assets/sounds/words/zagoreo.wav;Подгоревший;Burnt;Hleb je bio zagoreo u rerni. Osetio je miris zagorelog mleka. Kolač je bio zagoreo sa strane.;Хлеб подгорел в духовке. Он почувствовал запах подгоревшего молока. Пирог подгорел с одной стороны.;The bread was burnt in the oven. He smelled burnt milk. The cake was burnt on the side.
2060;Kuvanje;3;Zatim;Затим;assets/images/words/zatim.png;assets/sounds/words/zatim.wav;Затем;Then;Isecite luk, zatim ga propržite na ulju. Dodajte so, zatim promešajte. Skuvajte testeninu, zatim je ocedite.;Нарежьте лук, затем обжарьте его на масле. Добавьте соль, затем перемешайте. Сварите макароны, затем слейте воду.;Cut the onion, then fry it in oil. Add salt, then stir. Cook the pasta, then drain it.
2061;Kuvanje;3;Začin;Зачин;assets/images/words/zacin.png;assets/sounds/words/zacin.wav;Приправа;Spice / seasoning;Dodala je nekoliko začina u čorbu. Ovaj začin daje jelu poseban miris. Kupila je nove začine na pijaci.;Она добавила несколько специй в суп. Эта приправа придаёт блюду особый аромат. Она купила новые специи на рынке.;She added a few spices to the soup. This spice gives the dish a special smell. She bought new spices at the market.
2062;Kuvanje;3;Začinjen;Зачињен;assets/images/words/zacinjen.png;assets/sounds/words/zacinjen.wav;Приправленный;Spiced / seasoned;Ovo jelo je previše začinjeno za mene. Voli dobro začinjenu hranu. Meso je bilo lepo začinjeno biberom i belim lukom.;Это блюдо для меня слишком приправленное. Он любит хорошо приправленную еду. Мясо было хорошо приправлено перцем и чесноком.;This dish is too spiced for me. He likes well-seasoned food. The meat was nicely seasoned with pepper and garlic.
2063;Kuvanje;3;Vatra;Ватра;assets/images/words/vatra.png;assets/sounds/words/vatra.wav;Огонь;Fire;Skuvaj čorbu na jakoj vatri. Upali vatru u kaminu. Meso se peče na otvorenoj vatri.;Свари бульон на сильном огне. Разожги огонь в камине. Мясо жарят на открытом огне.;Cook the broth on high heat. Light the fire in the fireplace. The meat is grilled over an open fire.
2064;Idiomi;3;Biti kao riba u vodi;Бити као риба у води;assets/images/words/biti_kao_riba_u_vodi.png;assets/sounds/words/biti_kao_riba_u_vodi.wav;Чувствовать себя как рыба в воде;To feel like a fish in water;Na novom poslu se oseća kao riba u vodi. Ona je kao riba u vodi kad govori pred publikom. U kuhinji se oseća kao riba u vodi.;На новой работе он чувствует себя как рыба в воде. Она как рыба в воде, когда говорит перед публикой. На кухне она чувствует себя как рыба в воде.;He feels like a fish in water at his new job. She's like a fish in water when speaking in front of an audience. She feels like a fish in water in the kitchen.
2065;Idiomi;3;Biti na istom brodu;Бити на истом броду;assets/images/words/biti_na_istom_brodu.png;assets/sounds/words/biti_na_istom_brodu.wav;Быть в одной лодке;To be in the same boat;Svi smo na istom brodu kada je posao u pitanju. Ne brini, na istom smo brodu. U ovoj krizi svi smo na istom brodu.;Мы все в одной лодке, когда дело касается работы. Не переживай, мы в одной лодке. В этом кризисе мы все в одной лодке.;We're all in the same boat when it comes to work. Don't worry, we're in the same boat. In this crisis, we're all in the same boat.
2066;Idiomi;3;Biti u sedmom nebu;Бити у седмом небу;assets/images/words/biti_u_sedmom_nebu.png;assets/sounds/words/biti_u_sedmom_nebu.wav;Быть на седьмом небе;To be on cloud nine;Bila je u sedmom nebu kada je dobila posao. On je u sedmom nebu otkad je upoznao nju. Bio sam u sedmom nebu posle pobede.;Она была на седьмом небе, когда получила работу. Он на седьмом небе с тех пор, как познакомился с ней. Я был на седьмом небе после победы.;She was on cloud nine when she got the job. He's been on cloud nine since he met her. I was on cloud nine after the victory.
2067;Idiomi;3;Držati nekome palčeve;Држати некоме палчеве;assets/images/words/drzati_nekome_palceve.png;assets/sounds/words/drzati_nekome_palceve.wav;Держать за кого-то кулачки;To keep one's fingers crossed for someone;Držaću ti palčeve za ispit. Cela porodica joj drži palčeve za intervju. Hvala što si mi držao palčeve.;Я буду держать за тебя кулачки на экзамене. Вся семья держит за неё кулачки перед собеседованием. Спасибо, что держал за меня кулачки.;I'll keep my fingers crossed for you at the exam. The whole family is keeping their fingers crossed for her interview. Thanks for keeping your fingers crossed for me.
